Plot Number,Zone,Subzone,Site Series,Accuracy,Latitude,Longitude,Elevation
Teck604,ESSF,dkp,,,49.98863602,-114.7688599,2298
Teck606,ESSF,dkp,,,49.98355484,-114.7647858,2443
Teck607,ESSF,dkp,,,49.98329544,-114.7652969,2434
Teck608,ESSF,dkp,,,49.98483276,-114.7671127,2425
Teck609,ESSF,dkw,,,49.99664688,-114.7794113,2126
Teck610,ESSF,dkw,,,49.99717712,-114.7816925,2075
Teck611,ESSF,dkw,,,49.99332047,-114.7796249,2108
Teck612,ESSF,dkw,,,49.99346924,-114.7783051,2156
Teck613,ESSF,dkw,,,49.99316406,-114.7756653,2205
Teck614,ESSF,dkw,,,49.99002838,-114.774292,2231
Teck616,ESSF,dkp,,,49.98357773,-114.7697372,2300
Teck617,ESSF,dkp,,,49.98435211,-114.7687225,2362
Teck618,ESSF,dkp,,,49.98836899,-114.7667389,2394
Teck619,ESSF,dkp,,,49.99120712,-114.7684174,2341
Teck620,ESSF,dkp,,,49.99162674,-114.7700195,2367
Teck621,ESSF,dkw,,10,50.20615768,-114.7675018,2193
Teck623,ESSF,dkw,,11,50.20401764,-114.7676849,2184
Teck626,ESSF,dkw,,8,50.20600128,-114.7538452,2231
Teck627,ESSF,dkw,,11,50.20658493,-114.7552185,2236
Teck647,ESSF,dkp,,10000,50.21498871,-114.8362656,2398
Teck648,ESSF,dkp,,10,50.21426392,-114.8350677,2390
Teck649,ESSF,dkp,,12,50.21377945,-114.8274918,2403
Teck651,ESSF,dkw,,11,50.21260834,-114.8219681,2409
Teck656,ESSF,dkw,,16,50.21043015,-114.8257523,2269
TEM2Y19,MH,mm1,36,,51.33139038,-126.6903458,830
TFLS21,ESSF,dk2,103,,51.15631104,-117.0708389,1930
TFLS3,ESSF,dk2,104,,51.07913589,-116.8183136,1750
TFLS4,ESSF,dk2,103,,51.07742691,-116.7676315,1740
TFLS5,ESSF,wm,00,,51.07728577,-116.7675781,1740
Wyn-R10,ESSF,wm4,102b,,49.35667038,-116.6556015,1925
Wyn-R18,ESSF,wm2,104,,49.60889053,-116.7292023,1800
Wyn-R25,ESSF,wm2,,,49.58166885,-116.6958008,2000
Wyn-R27,ESSF,wm2,,,49.58943939,-116.700798,1875
Wyn-R28,ESSF,wm2,,,49.59582901,-116.7043991,1750
Wyn-R33,ESSF,wm2,101,,49.58388901,-116.7200012,1875
Wyn-R34,ESSF,wm2,104,,49.58750153,-116.7244034,2000
Wyn-R35,ESSF,wm2,,,49.58778,-116.7172012,1900
Wyn-R36,ESSF,wm2,,,49.58916092,-116.7169037,1900
Wyn-R37,ESSF,wm2,,,49.59693909,-116.7241974,1825
Wyn-R38,ESSF,wm2,,,49.60971832,-116.7296982,1750
Wyn-S1,ESSF,dm,,,49.38277817,-116.578598,1825
Wyn-S11,ESSF,wm2,,,49.60194016,-116.7238998,1800
Wyn-S12,ESSF,wm2,,,49.60583115,-116.7277985,1825
Wyn-S18,ESSF,wm2,,,49.45610809,-116.6138992,1925
Wyn-S19,ESSF,wm,,,49.45806122,-116.6119003,1875
Wyn-S2,ESSF,dm,,,49.35194016,-116.6461029,1975
Wyn-S5,ESSF,dm,73,,49.25444031,-116.5922012,1850
Wyn-S9,ESSF,wm2,,,49.5886116,-116.7272034,1925
